,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B19053_001E,B19053_001M,B19053_002E,B19053_002M,B19053_003E,B19053_003M,B19053_calc_pctSelfempE,B19053_calc_pctSelfempM,Shape__Area,Shape__Length,OBJECTID
19,00882235,34039,266163567,6847407,Union County,New Jersey,82644,1642,46060.0,5499.0,84421,3283,99556,3317,56920,1909,65964,2864,58600.0,52506.0,127356,8790,,,60715.0,3481.0,77089,10195,108476,2696,62403,2539,191862,828,18109,926,173753,1261,9.4,0.48091662657435,473103779.152344,127813.170000277,1794.0
20,00882237,34041,923435921,15822933,Warren County,New Jersey,83497,2511,33721.0,6971.0,92736,3682,99699,4466,54304,3587,80091,18583,74241.0,30954.0,87243,50327,,,63646.0,33045.0,91531,10675,84099,3080,78906,13722,42322,464,4497,462,37825,594,10.6,1.08539702809543,1643524526.89844,223226.943178482,1795.0
0,01702363,35001,3007611393,15882874,Bernalillo County,New Mexico,54308,929,29798.0,2468.0,57172,2197,63204,1815,46271,1397,42777.0,5775.0,42227.0,4669.0,65190.0,6589.0,49569.0,35341.0,38532.0,3307.0,52407.0,6340.0,63264,1270,47208.0,1393.0,272528,1177,27561,1370,244967,1751,10.1,0.500799645474164,4521946156.69531,322892.345825266,1796.0
1,00929108,35003,17933561654,14193499,Catron County,New Mexico,36607,8958,,,26978,16646,45675,5792,30408,7833,,,,,,,,,62768.0,58341.0,,,38200,7697,,,1546,155,232,108,1314,158,15.0,6.82183037895242,26129526427.5547,666244.410053654,1797.0
2,01702364,35005,15713914833,20472234,Chaves County,New Mexico,46254,2393,46250.0,8974.0,51700,5700,47726,5641,35833,5784,,,35625.0,18526.0,42670.0,40402.0,,,42377.0,13496.0,37679.0,34261.0,54177,3091,42106.0,3452.0,23641,563,2440,430,21201,721,10.3,1.80219011781526,22618029544.8828,852639.631171652,1798.0
3,00933051,35006,11758505167,5554598,Cibola County,New Mexico,44731,3783,31481.0,6892.0,46978,12799,57184,6727,35215,3841,73527.0,335.0,35848.0,3007.0,21667.0,17507.0,,,,,85109.0,73976.0,53896,5283,41438.0,7899.0,8408,352,545,172,7863,374,6.5,2.0275921782872,17535600151.2734,635316.171178923,1799.0
4,00929117,35007,9733113274,26296498,Colfax County,New Mexico,36937,4886,28239.0,4133.0,41404,10344,37857,9730,36475,8481,,,,,,,,,35705.0,11549.0,,,49625,7912,32003.0,4638.0,5946,262,534,142,5412,271,9.0,2.35514563548372,15174558907.4531,544078.560556692,1800.0
5,00933053,35009,3640295680,7992977,Curry County,New Mexico,48903,2442,45357.0,10432.0,53842,6220,52452,3303,35949,3616,46447.0,18393.0,60106.0,4477.0,,,,,33814.0,5308.0,48417.0,43172.0,55291,3645,37379.0,5079.0,18620,445,1328,281,17292,507,7.1,1.49947318283973,5394166013.44531,331351.562007898,1801.0
6,00933054,35011,6016818946,29090018,De Baca County,New Mexico,31532,13343,,,90278,81222,40714,15718,22656,9086,,,,,,,,,,,52031.0,21451.0,31976,13222,,,554,121,40,24,514,113,7.2,4.03490869156686,8890149532.66797,421444.314630611,1802.0
7,00929109,35013,9863163868,17594250,Doña Ana County,New Mexico,44024,2292,21047.0,2564.0,46861,4456,53456,2287,41111,4843,41629.0,18845.0,29125.0,15246.0,56449.0,9371.0,,,40148.0,9466.0,47147.0,9637.0,58886,3529,36948.0,2255.0,79421,962,7650,886,71771,1181,9.6,1.10945616039287,13885912645.957,554145.144836375,1803.0
8,00936829,35015,10816688007,56493049,Eddy County,New Mexico,65000,3898,41898.0,10353.0,69273,7205,82146,11593,36091,3896,67861.0,30333.0,,,123500.0,83896.0,,,51746.0,21018.0,66577.0,3110.0,71192,6653,57679.0,7433.0,21548,477,1730,344,19818,520,8.0,1.58651221173427,15320638357.0898,505907.148116666,1804.0
9,00915980,35017,10259478771,15294669,Grant County,New Mexico,37453,3245,,,31782,4785,43551,10745,36038,3260,,,2499.0,,,,,,,,39176.0,23601.0,41395,4347,35469.0,4378.0,11496,426,1144,252,10352,486,10.0,2.16082715733801,14563600446.0234,689646.852318586,1805.0
10,00929111,35019,7847072132,2887948,Guadalupe County,New Mexico,31061,5288,,,46250,43427,38750,9900,19889,4068,,,,,,,,,16635.0,2793.0,,,25446,12506,31415.0,5089.0,1345,223,134,70,1211,210,10.0,4.93536977621707,11687367945.3711,499932.512245708,1806.0
11,00933055,35021,5504963122,1162620,Harding County,New Mexico,32500,7357,23500.0,674.0,44375,8700,38750,25367,25417,6127,,,,,,,,,,,,,35000,9352,26250.0,6043.0,176,39,31,15,145,35,17.6,7.57649667193072,8400373080.75781,492628.557371682,1807.0
12,00929106,35023,8905761778,23581028,Hidalgo County,New Mexico,44722,7506,,,51542,22731,44800,14195,43750,8342,,,20875.0,16612.0,,,,,45900.0,5378.0,66296.0,33839.0,55487,6561,38947.0,9900.0,1742,124,152,57,1590,123,8.7,3.21261058021712,12429398544.0039,566722.600136617,1808.0
13,01702365,35025,11374066527,8147103,Lea County,New Mexico,61867,2788,42901.0,15169.0,72100,4440,70175,6461,36581,5157,44875.0,18545.0,56023.0,44037.0,110460.0,23834.0,,,70150.0,10333.0,61542.0,17545.0,66488,4513,58903.0,5978.0,22868,497,1900,285,20968,577,8.3,1.23313203877392,16152999570.9492,583978.710694863,1809.0
14,00929116,35027,12512530053,554839,Lincoln County,New Mexico,44939,3077,20603.0,2328.0,40000,21601,53583,9990,44437,3079,19488.0,2122.0,125188.0,92958.0,,,,,,,,,50574,5520,36385.0,9153.0,8478,480,2026,456,6452,454,23.9,5.20567507779328,18145246959.0117,658239.619422293,1810.0
15,01702366,35028,282626748,208105,Los Alamos County,New Mexico,119266,4427,35972.0,23402.0,108250,14909,140977,11840,111286,16942,,,109931.0,39013.0,91443.0,5694.0,,,73188.0,19424.0,113063.0,25031.0,125556,6343,98750.0,24549.0,7895,169,641,173,7254,218,8.1,2.18435723244059,431619043.25,118562.666514315,1811.0
16,00933057,35029,7679776933,433660,Luna County,New Mexico,32251,3688,21824.0,11420.0,46563,10678,40172,7479,27370,4245,,,41056.0,2220.0,37557.0,35315.0,,,45478.0,15993.0,,,37966,5972,29106.0,3850.0,8911,376,676,265,8235,370,7.6,2.95657518550577,10753189675.8203,423593.337003165,1812.0
17,00929107,35031,14118189396,12689169,McKinley County,New Mexico,36179,1784,15292.0,8295.0,40888,8097,40104,3478,31627,3066,54338.0,9731.0,30513.0,2589.0,88046.0,26778.0,,,38306.0,16757.0,55086.0,41542.0,57272,12112,49475.0,13821.0,21247,356,1694,204,19553,398,8.0,0.950796749388314,21410710208.0977,684045.535624772,1813.0
18,01702367,35033,4988962636,6093304,Mora County,New Mexico,29458,9207,,,43825,816,19660,8069,33750,12428,,,,,,,,,25110.0,10502.0,43568.0,404.0,56250,15870,27271.0,7929.0,2278,256,58,45,2220,255,2.5,1.95458516300869,7649800941.59766,479115.51321781,1814.0
19,00929104,35035,17126455954,36944199,Otero County,New Mexico,45032,2105,37135.0,7250.0,49422,4138,49036,6795,38882,2678,43938.0,14601.0,34792.0,6975.0,51618.0,38036.0,,,27841.0,6745.0,51964.0,41040.0,50611,3314,36059.0,4571.0,23112,601,2147,342,20965,613,9.3,1.45990047736984,24260291192.9922,717511.579542407,1815.0
20,00929110,35037,7443508559,18554572,Quay County,New Mexico,33962,4287,2499.0,,32462,13499,55703,21079,28295,3690,,,,,73417.0,44951.0,,,20705.0,7952.0,,,34744,3538,31585.0,11240.0,3182,229,175,77,3007,245,5.5,2.38727354885356,11174984928.6523,544287.702341476,1816.0
21,01702368,35039,15179593238,91463246,Rio Arriba County,New Mexico,42264,3387,,,43550,6055,53310,7673,31695,3928,,,42902.0,5714.0,52917.0,12620.0,,,40234.0,6477.0,46653.0,25649.0,47537,12996,41593.0,3890.0,13035,526,954,238,12081,552,7.3,1.80181000379004,23686010075.3281,776757.034196596,1817.0
22,01702369,35041,6335242832,18679734,Roosevelt County,New Mexico,42917,3311,16284.0,9502.0,53603,13742,52813,12991,41157,7274,,,,,,,,,34375.0,15079.0,24922.0,17502.0,44574,2930,38800.0,8688.0,6785,354,622,158,6163,370,9.2,2.27901778164719,9272928307.93359,479242.438874484,1818.0
23,00929113,35043,9609358325,10852151,Sandoval County,New Mexico,65071,2166,42731.0,16844.0,66164,2697,77038,3329,54680,2469,51520.0,15988.0,40781.0,3036.0,53068.0,25063.0,174013.0,5518.0,45135.0,11794.0,62083.0,13253.0,71099,3918,60529.0,4790.0,52504,497,5605,530,46899,652,10.7,1.0043761382823,14615407099.4648,634290.269498863,1819.0
24,00936844,35045,14289563220,54895407,San Juan County,New Mexico,47643,2595,24297.0,11677.0,52940,3667,55980,5059,36859,2442,35219.0,6969.0,35836.0,2283.0,47321.0,8448.0,,,35607.0,7862.0,53404.0,12485.0,58388,3018,43274.0,3587.0,43582,599,2845,309,40737,684,6.5,0.703308534977209,22248276075.9609,641534.6517189,1820.0
25,00929114,35047,12228666259,51380263,San Miguel County,New Mexico,32310,2911,21932.0,15784.0,27757,4643,42446,5184,28762,5074,103214.0,71752.0,39453.0,9754.0,,,,,26646.0,4152.0,20793.0,8181.0,47917,10331,29603.0,2816.0,11942,443,1068,245,10874,475,8.9,2.02458101354005,18560152761.6484,693058.027991462,1821.0
26,00933322,35049,4947861287,2643021,Santa Fe County,New Mexico,60668,2400,29743.0,9082.0,58591,5067,66525,3345,58285,4589,63816.0,48387.0,47695.0,8079.0,76778.0,10689.0,63210.0,44364.0,47374.0,5889.0,49836.0,6324.0,70902,2851,51433.0,1851.0,63152,744,9617,598,53535,893,15.2,0.92977094708711,7487221448.60156,399782.566837117,1822.0
27,01702370,35051,10829279105,147645503,Sierra County,New Mexico,33873,5975,33478.0,2660.0,58125,25058,38672,16373,30105,4649,,,26181.0,18799.0,51250.0,36022.0,,,,,,,30774,3219,46679.0,17717.0,5402,306,546,206,4856,321,10.1,3.7701773883902,15695440499.1836,590662.146085427,1823.0
28,01702371,35053,17214061665,4843011,Socorro County,New Mexico,40297,5122,23526.0,4385.0,49643,11220,39063,7280,34643,11026,,,21875.0,7677.0,,,,,29844.0,9808.0,,,49756,8412,38601.0,7972.0,5002,320,400,127,4602,333,8.0,2.48690909090423,25121405030.8203,684054.5826234,1824.0
29,00933056,35055,5704119616,3383128,Taos County,New Mexico,41973,3403,,,39043,10278,44764,9381,38983,6252,,,29940.0,9826.0,34419.0,5656.0,,,47595.0,9021.0,102624.0,73826.0,46712,7530,37989.0,3961.0,12592,623,2067,407,10525,641,16.4,3.12851262059488,8868100342.10938,468066.342890478,1825.0
30,00929112,35057,8664061384,2316559,Torrance County,New Mexico,38240,6353,36375.0,4232.0,60625,15714,55027,17841,30502,5455,,,,,,,,,32875.0,23173.0,105284.0,80946.0,41984,8170,35072.0,11587.0,5957,301,361,160,5596,278,6.1,2.66840385210297,12834042173.1719,495110.308101867,1826.0
31,00929115,35059,9906834380,15498790,Union County,New Mexico,35484,8155,36667.0,25371.0,39356,21031,50231,21906,26333,3041,,,23750.0,9836.0,,,,,67125.0,26169.0,,,39435,9931,28869.0,11979.0,1404,129,74,33,1330,132,5.3,2.29999819047963,15379111183.4648,574589.808809125,1827.0
32,00933052,35061,2762854193,2760089,Valencia County,New Mexico,50801,2405,29750.0,4151.0,56498,10020,57769,5162,43246,4092,46856.0,11450.0,37619.0,8129.0,98775.0,23931.0,,,41364.0,12157.0,56600.0,25609.0,59314,4317,46526.0,2111.0,26456,642,2405,444,24051,705,9.1,1.66369684852534,4102889471.13672,316481.65353465,1828.0
0,00974099,36001,1354273421,26971925,Albany County,New York,68327,1686,37963.0,4223.0,71538,2900,87315,3489,57006,2788,34580.0,3496.0,29688.0,17457.0,77188.0,10657.0,,,52125.0,14191.0,53003.0,3961.0,76898,1761,48208.0,5996.0,128122,890,11851,807,116271,1276,9.2,0.6265825423054,2550672358.73047,226024.157835612,1829.0
1,00974100,36003,2666225086,12989848,Allegany County,New York,51227,1326,31174.0,9801.0,55607,2766,60701,4385,42480,2218,45250.0,31240.0,,,75139.0,21512.0,,,,,42679.0,18656.0,51191,1330,52875.0,25988.0,18028,360,2069,221,15959,406,11.5,1.20425829679919,4894170343.70703,285402.668910771,1830.0
2,00974101,36005,109224611,39362153,Bronx County,New York,41895,624,30973.0,3829.0,46648,1301,46663,1265,28786,1333,43231.0,1338.0,26186.0,7436.0,59388.0,4751.0,27500.0,18460.0,35826.0,990.0,45993.0,3591.0,66203,1849,36575.0,788.0,510135,1398,38996,1696,471139,2238,7.6,0.331800359833324,218764589.6875,91473.2305146134,1831.0
3,00974102,36007,1827594819,25109986,Broome County,New York,52237,1516,19416.0,2103.0,58455,4174,65258,3211,43245,2106,27997.0,6467.0,49250.0,34674.0,37943.0,14842.0,,,,,28750.0,6471.0,55506,1664,35184.0,11184.0,79528,728,6882,630,72646,910,8.7,0.788203271406484,3374033958.33203,308177.317569246,1832.0
4,00974103,36009,3388125876,36783591,Cattaraugus County,New York,50700,1342,25753.0,4036.0,55512,3260,60517,2055,39269,2080,31000.0,28885.0,29087.0,4740.0,,,,,32581.0,3595.0,56429.0,21198.0,51782,1352,33024.0,5631.0,31999,465,2999,259,29000,504,9.4,0.797859728821967,6254626819.00391,372971.531728129,1833.0
5,00974104,36011,1791190744,445707952,Cayuga County,New York,57985,2448,44787.0,5895.0,66128,3446,71557,3925,41979,2472,38789.0,12405.0,50000.0,49419.0,92813.0,30985.0,,,21250.0,12556.0,65333.0,38662.0,59068,2200,38480.0,6474.0,30870,534,3050,346,27820,533,9.9,1.10772198999673,3553242078.875,337240.366927253,1834.0
6,00974105,36013,2746454150,1139025723,Chautauqua County,New York,48315,1496,21561.0,3153.0,53664,2117,58037,2948,37457,2116,24219.0,4534.0,31827.0,24026.0,37188.0,25639.0,62143.0,32771.0,27500.0,12129.0,45706.0,17490.0,50683,1737,26401.0,6204.0,53625,631,5359,446,48266,759,10.0,0.82334663373816,5127466028.05859,305945.555086103,1835.0
7,00974106,36015,1054988422,8875327,Chemung County,New York,54883,2149,28866.0,5450.0,56998,4585,69900,2620,43614,3407,26310.0,7822.0,,,88056.0,57160.0,,,,,36250.0,20423.0,56444,2426,52963.0,17829.0,34328,515,2996,408,31332,598,8.7,1.18130001444774,1936285530.86719,197817.050807275,1836.0
8,00974107,36017,2314393901,13046917,Chenango County,New York,51756,2231,24948.0,11103.0,59454,3204,59792,5023,38896,2245,,,,,43355.0,11222.0,,,22262.0,15109.0,32333.0,17377.0,52214,2355,65000.0,55965.0,20834,446,1992,205,18842,481,9.6,0.962444525007426,4283435419.02344,307990.95997573,1837.0
9,00974108,36019,2687763026,206582007,Clinton County,New York,59510,2553,46689.0,13589.0,63668,5921,68744,5325,46011,4023,51332.0,1215.0,,,59722.0,11353.0,,,,,82830.0,22778.0,59451,2672,45000.0,29466.0,31557,454,2427,301,29130,490,7.7,0.94739031662585,5737621844.44531,331224.149495492,1838.0
10,00974109,36021,1643770717,35071400,Columbia County,New York,68750,2716,42634.0,21268.0,67822,4215,84202,3450,57917,3744,42443.0,7833.0,,,52328.0,23395.0,,,28998.0,1031.0,55039.0,4916.0,71613,3085,44167.0,28734.0,25323,507,3545,349,21778,591,14.0,1.34939262415154,3066061802.29688,249123.571938834,1839.0
11,00974110,36023,1291817953,7110638,Cortland County,New York,59194,3852,39470.0,3610.0,64767,5093,73895,4446,47145,3687,27327.0,8690.0,,,,,,,23291.0,2987.0,72440.0,9159.0,60354,3413,28229.0,13206.0,17980,367,1811,263,16169,402,10.1,1.44821608788618,2398269511.95313,198293.669553075,1840.0
12,00974111,36025,3736306657,64163829,Delaware County,New York,49945,2255,23614.0,5217.0,63344,6019,59167,4804,42295,2581,29280.0,13787.0,21250.0,16116.0,,,,,,,54107.0,27956.0,50647,2118,36714.0,9001.0,18930,515,3121,373,15809,509,16.5,1.91868642990558,6929460166.24219,383330.212149095,1841.0
13,00974112,36027,2060721458,76913171,Dutchess County,New York,81842,1329,37331.0,13522.0,85489,3855,103659,2787,57657,4053,50098.0,6342.0,,,121173.0,13785.0,,,41824.0,11661.0,72750.0,14811.0,87615,2712,65161.0,4898.0,110095,868,12031,650,98064,1041,10.9,0.584079048409015,3845329673.23438,296488.136429762,1842.0
14,00974113,36029,2700660508,476879106,Erie County,New York,59464,843,29825.0,3008.0,64925,1635,73731,1570,44119,1018,33758.0,1717.0,29567.0,6773.0,49265.0,4574.0,29602.0,26077.0,24257.0,3161.0,40907.0,7153.0,66934,902,33997.0,3261.0,392910,1563,29507,1321,363403,1920,7.5,0.334879419791388,5067904423.80078,436062.393809209,1843.0
15,00974114,36031,4646753187,316350557,Essex County,New York,58109,2732,32083.0,25657.0,64714,2692,69015,8088,45254,3357,,,,,,,,,,,,,58564,2760,70278.0,27594.0,16182,453,2243,279,13939,497,13.9,1.67990650481614,9631857725.47266,460660.676519385,1844.0
16,00974115,36033,4219857155,176622254,Franklin County,New York,52905,2050,25167.0,11951.0,55536,3449,67545,5170,39383,2515,,,35000.0,23593.0,126056.0,20476.0,,,56719.0,13861.0,37177.0,29013.0,54028,2089,28906.0,23233.0,18880,364,2330,250,16550,449,12.3,1.3026005513705,8670136818.57031,441958.065797901,1845.0
17,00974116,36035,1283234687,96916403,Fulton County,New York,51663,3298,31484.0,8440.0,60235,6859,60162,7337,40321,2801,,,,,,,,,27935.0,18896.0,,,52510,3542,47973.0,34468.0,22406,438,2069,275,20337,465,9.2,1.21400288805622,2591089219.85547,240832.99254572,1846.0
18,00974117,36037,1276705561,6137411,Genesee County,New York,60635,2599,47177.0,10663.0,64732,4056,76415,3577,40555,3328,40872.0,19774.0,44000.0,18145.0,43894.0,11288.0,,,46250.0,10643.0,40208.0,16790.0,62767,3770,47708.0,11340.0,24174,286,2050,273,22124,363,8.5,1.12484707734474,2399616290.10156,212597.390218868,1847.0
19,00974118,36039,1676140499,28201061,Greene County,New York,56681,4389,51786.0,15465.0,74835,6152,67725,7324,41578,3983,24513.0,17810.0,,,55179.0,13604.0,,,58036.0,52661.0,85865.0,6085.0,57351,4870,59286.0,21133.0,17681,510,1885,276,15796,565,10.7,1.53040765752296,3115203623.33203,256190.690196418,1848.0
20,00974119,36041,4447989312,234204424,Hamilton County,New York,60625,10526,,,76964,19697,69318,9346,51734,5935,,,,,,,,,,,,,61563,9637,,,1416,129,211,58,1205,121,14.9,3.86454791856353,8949652057.50781,452873.541885572,1849.0
21,00974120,36043,3655871582,120356396,Herkimer County,New York,58438,3520,35424.0,7119.0,65473,6888,75538,3095,41999,3216,21280.0,17118.0,8894.0,2023.0,,,,,76875.0,9099.0,41983.0,5838.0,59071,3447,77125.0,10429.0,25093,534,2453,283,22640,580,9.8,1.10845168286733,7161071870.18359,538064.738123517,1850.0
22,00974121,36045,3285929042,1524605118,Jefferson County,New York,54726,1793,40004.0,4400.0,59308,3638,69729,3117,42630,2355,57152.0,4409.0,43854.0,29300.0,47857.0,32037.0,,,44956.0,14755.0,47526.0,18689.0,55222,2002,44960.0,8461.0,43046,681,3728,434,39318,723,8.7,0.998870845747447,6751432470.4375,630884.717356188,1851.0
23,00974122,36047,179684485,71158757,Kings County,New York,63973,679,42515.0,2965.0,81779,1054,67729,1223,35125,914,51388.0,1001.0,52518.0,9522.0,69502.0,2700.0,80347.0,25226.0,41110.0,1660.0,66598.0,5979.0,86232,1049,47642.0,1549.0,972314,2022,113767,2371,858547,3043,11.7,0.24263424297544,371763340.75,90721.3982395977,1852.0
24,00974123,36049,3301307189,39612949,Lewis County,New York,56192,2172,38125.0,18277.0,62736,8585,64325,5764,41029,4042,,,62500.0,40453.0,,,,,76077.0,589.0,35625.0,32505.0,55915,2072,71875.0,46667.0,10398,232,1602,176,8796,274,15.4,1.65735893528755,6412027536.33203,354237.440503298,1853.0
25,00974124,36051,1636254771,22005356,Livingston County,New York,60248,1825,23419.0,8644.0,66185,5064,74086,2982,49396,3370,29821.0,10771.0,,,,,,,,,51322.0,10827.0,61206,2176,54792.0,34041.0,24496,419,2508,298,21988,469,10.2,1.20385390947933,3074769450.66797,323835.459319529,1854.0
26,00974125,36053,1696054036,16691322,Madison County,New York,61176,2252,38041.0,6989.0,66747,4897,74848,4317,45080,2847,44091.0,24608.0,,,113625.0,23802.0,,,,,94286.0,55189.0,60980,2281,76290.0,38067.0,25959,554,3184,317,22775,587,12.3,1.19277139766836,3194683276.06641,352365.646219456,1855.0
27,00974126,36055,1701475181,1838271361,Monroe County,New York,62087,820,30281.0,2994.0,65089,1893,78877,1995,47342,1313,34010.0,2556.0,26833.0,3439.0,69181.0,9248.0,,,39221.0,6392.0,43962.0,5348.0,71773,1155,35417.0,3338.0,305210,1241,28796,1260,276414,1754,9.4,0.411044221344952,3244835322.16406,280706.00615497,1856.0
28,00974127,36057,1044051408,18614750,Montgomery County,New York,50146,2124,35572.0,13215.0,53336,3316,67944,3879,36500,2347,30281.0,6008.0,,,35625.0,4946.0,,,25463.0,7952.0,42703.0,14379.0,53668,2156,34831.0,6356.0,19621,377,1546,227,18075,430,7.9,1.14697529379988,1981446549.65234,203325.112221384,1857.0
29,00974128,36059,736959587,437291722,Nassau County,New York,120036,1590,42642.0,11071.0,135999,2995,143377,2841,77705,1667,105331.0,5843.0,117531.0,22201.0,142408.0,4483.0,,,80703.0,6104.0,111218.0,7650.0,125907,1535,95890.0,3004.0,449967,1437,49862,1457,400105,1785,11.1,0.321861869950298,1423651727.98438,241343.526217672,1858.0
30,00974129,36061,58679457,29014840,New York County,New York,89812,1681,55757.0,4088.0,123434,2384,88898,3510,46360,2232,40016.0,1760.0,41346.0,11804.0,90526.0,5173.0,54327.0,37192.0,36297.0,2114.0,65036.0,5561.0,130419,1775,42865.0,1978.0,758720,4260,101891,2447,656829,4869,13.4,0.313578831273396,145051407.992188,84966.3674696864,1859.0
31,00974130,36063,1352887560,1598842379,Niagara County,New York,57252,1776,25746.0,6426.0,66288,4813,71207,2874,42571,1648,26837.0,3256.0,31806.0,17163.0,37332.0,2582.0,,,39423.0,29119.0,39799.0,6238.0,61327,1759,44268.0,6975.0,90022,790,6839,641,83183,1046,7.6,0.70892021207812,2594229530.14063,267413.863165645,1860.0
32,00974131,36065,3139921908,117357161,Oneida County,New York,59113,1291,41123.0,4020.0,64444,3221,69936,2559,45453,2455,29763.0,4312.0,36638.0,32583.0,48265.0,7571.0,,,30547.0,17025.0,54052.0,9439.0,62389,1492,50390.0,6333.0,90675,740,8244,588,82431,773,9.1,0.644210905485057,6140770569.53906,423272.59669623,1861.0
33,00974132,36067,2016027798,70512843,Onondaga County,New York,62668,1220,30842.0,3441.0,67563,2320,78657,1844,46474,1729,32260.0,1769.0,37014.0,20390.0,56237.0,4569.0,51504.0,2477.0,40083.0,9511.0,48918.0,3664.0,69803,1368,44282.0,6218.0,187349,1106,16553,900,170796,1410,8.8,0.477546842995857,3903604263.3125,324223.950639022,1862.0
